date,temp_max,temp_min,temp_mean,pressure_max,pressure_min,pressure_mean,humidity_max,humidity_min,humidity_mean
2020-08-15,17.7,14.1,15.871428571428561,1017,1015,1016.469387755102,100,87,97.0204081632653
2020-08-16,23.9,15.0,17.318367346938775,1015,1010,1012.1020408163265,100,45,90.73469387755102
2020-08-17,21.7,12.7,16.5469387755102,1009,1008,1008.4489795918367,100,47,82.57142857142857
2020-08-18,22.6,13.6,18.13673469387755,1010,1008,1008.734693877551,98,43,73.79591836734694
2020-08-19,19.1,14.1,17.140816326530622,1010,999,1003.795918367347,100,76,90.18367346938776
2020-08-20,24.8,14.1,19.52857142857142,1005,999,1002.3469387755102,95,28,59.183673469387756
2020-08-21,22.6,15.5,18.875510204081635,1008,998,1002.204081632653,89,38,63.06122448979592
2020-08-22,21.3,13.6,16.848979591836734,1013,1008,1010.8367346938776,88,29,61.183673469387756
2020-08-23,20.4,11.8,15.608163265306123,1018,1013,1015.9591836734694,95,37,71.04081632653062
2020-08-24,21.3,10.0,15.29183673469388,1017,1012,1015.0816326530612,94,35,72.12244897959184
2020-08-25,20.4,13.2,16.128571428571426,1011,994,999.4897959183673,100,53,79.71428571428571
2020-08-26,20.0,11.8,16.11224489795919,1019,997,1011.3061224489796,84,43,65.10204081632654
2020-08-27,16.8,10.5,13.12448979591836,1018,1002,1010.734693877551,100,56,85.04081632653062
2020-08-28,15.0,9.2,11.075510204081636,1002,998,1000.0612244897959,100,71,93.34693877551021
2020-08-29,12.3,9.2,10.267346938775516,1014,1002,1008.6326530612245,100,57,85.89795918367346
2020-08-30,15.0,8.0,11.079591836734693,1023,1014,1018.7551020408164,92,48,71.61224489795919
2020-08-31,17.7,7.6,11.4734693877551,1024,1022,1022.9795918367347,98,19,63.91836734693877
2020-09-01,20.0,6.0,13.010204081632656,1024,1020,1021.7755102040817,100,20,63.46938775510204
2020-09-02,20.0,7.2,13.265306122448987,1021,1017,1019.0204081632653,100,35,75.40816326530613
2020-09-03,20.0,13.2,16.536734693877555,1020,1014,1015.9591836734694,100,71,84.42857142857143
2020-09-04,17.3,9.6,13.583673469387758,1023,1020,1020.9795918367347,100,47,72.38775510204081
2020-09-05,17.3,7.6,12.495918367346938,1022,1020,1021.0816326530612,91,36,63.3469387755102
2020-09-06,18.6,6.8,12.783673469387757,1024,1020,1021.265306122449,97,39,67.6734693877551
2020-09-07,17.7,7.6,13.29795918367347,1025,1022,1023.734693877551,100,47,80.61224489795919
2020-09-08,23.9,14.5,18.824489795918367,1027,1024,1025.2857142857142,100,46,76.40816326530613
2020-09-09,20.9,10.0,15.863265306122448,1027,1023,1024.469387755102,100,29,71.28571428571429
2020-09-10,17.7,4.4,11.630612244897959,1027,1020,1023.8979591836735,100,28,64.83673469387755
2020-09-11,16.8,5.6,11.50408163265306,1020,1015,1016.7551020408164,96,40,70.44897959183673
2020-09-12,19.5,9.2,14.053061224489793,1023,1015,1019.469387755102,99,23,66.3265306122449
